target_soc,soc_at_monday,exergy_inventory_monday_MWh,pre_monday_loss_ex_conv_MWh,pre_monday_loss_ex_rad_MWh,pre_monday_loss_ex_total_MWh,monday_useful_ex_primary_MWh,monday_useful_ex_fallback_MWh,monday_hot_duration_h,monday_fallback_duration_h,recommendation_score_MWh,recommended
0.6,0.5903416262400845,3.1019587178657204,0.02236324274614946,0.0019542078354044144,0.024317450581553875,0.0,0.9709934449272374,0.0,2.5,-0.024317450581553875,False
0.8,0.7919819778429374,4.0021927783388875,0.028489632030434805,0.0024019270560678785,0.030891559086502682,0.6786879091016687,1.6821013829865572,1.0,3.5,0.647796350015166,False
0.95,0.8153213470085272,4.1114318759973925,0.028888851392291085,0.0024309770015966802,0.031319828393887764,0.9786447672256047,1.7403129702223918,1.5,3.5,0.9473249388317169,True
