target_soc,soc_at_monday,exergy_inventory_monday_MWh,pre_monday_loss_ex_conv_MWh,pre_monday_loss_ex_rad_MWh,pre_monday_loss_ex_total_MWh,monday_useful_ex_primary_MWh,monday_useful_ex_fallback_MWh,monday_hot_duration_h,monday_fallback_duration_h,recommendation_score_MWh,recommended
0.6,0.581010441500491,42.90926476159978,0.2408671000185851,0.021855044207642903,0.262722144226228,14.524528916167597,14.524528916167597,8.0,8.0,14.26180677194137,True
0.8,0.581010441500491,42.90926476159978,0.2408671000185851,0.021855044207642903,0.262722144226228,14.524528916167597,14.524528916167597,8.0,8.0,14.26180677194137,False
0.95,0.581010441500491,42.90926476159978,0.2408671000185851,0.021855044207642903,0.262722144226228,14.524528916167597,14.524528916167597,8.0,8.0,14.26180677194137,False
