target_soc,soc_achieved,reached_target,charge_hours_to_target,charge_input_energy_MWh,exergy_inventory_start_MWh,monday_useful_ex_primary_MWh,monday_useful_ex_fallback_MWh,monday_hot_duration_h,monday_fallback_duration_h,exergy_eff_primary,exergy_eff_fallback,solar_window_start,solar_window_end,available_thermal_per_m2_MWh,required_collector_area_m2,recommended
0.8,0.8005874744009706,True,41.0,116.1898140310028,56.52839863808247,17.291407112517067,17.291407112517067,8.0,8.0,0.305888854613123,0.305888854613123,2026-07-11 00:00:00,2026-07-13 08:00:00,0.014245896381666664,8156.019875346689,True
0.85,0.8203959442259592,False,72.0,122.76224886404722,57.85233529415769,17.423980423793587,17.423980423793587,8.0,8.0,0.30118024337650506,0.30118024337650506,2026-07-11 00:00:00,2026-07-13 08:00:00,0.014245896381666664,8617.376230675976,False
0.9,0.8203959442259592,False,72.0,122.76224886404722,57.85233529415769,17.423980423793587,17.423980423793587,8.0,8.0,0.30118024337650506,0.30118024337650506,2026-07-11 00:00:00,2026-07-13 08:00:00,0.014245896381666664,8617.376230675976,False
