total_factory_consumed_MWh;total_solar_produced_MWh;total_solar_curtailed_MWh;total_solar_supplied_to_factory_MWh;total_ctes_supplied_to_factory_MWh;total_backup_heater_MWh;total_tolerated_deficit_MWh;total_ctes_loss_MWh;total_ctes_charge_input_MWh;total_ctes_discharge_output_MWh;ctes_energy_start_MWh;ctes_energy_end_MWh;ctes_storage_delta_MWh;ctes_discharge_to_charge_ratio_window;ctes_round_trip_efficiency;ctes_inventory_draw_MWh;ctes_energy_balance_residual_state_MWh;ctes_energy_balance_residual_with_loss_MWh;total_ctes_loss_abs_MWh;solar_fraction
220,905384536231;212,25365077848554;82,44267712307115;122,527844573848;67,11121963931438;31,26631660921154;3,7138583744332816e-06;-11,657027336190918;90,08800011068836;67,11121963931438;-0,007875615920805065;14,605296469108891;14,613172085029696;0,7449518199633347;0,7449518199633347;0,0;-8,363608386344273;3,293418949846645;11,657027336190918;0,858462856392112
