timestamp,dni_W_m2,solar_power_W,solar_power_raw_W,solar_power_effective_W,solar_power_curtailed_W,collector_curtailment_W,downstream_curtailment_W,solar_power_kW,solar_power_absorbed_kW,solar_power_available_W,collector_t_in_C,collector_solver_iters,collector_solver_dTin_C,collector_solver_dMcol_m3s,collector_solver_converged,ctes_discharge_iterations,ctes_discharge_solver_mode,m_col_avail_eff_m3s,m_col_vol_flow_m3s,m_col_use_m3s,m_ctes_use_m3s,m_ctes_charge_use_m3s,m_ctes_discharge_avail_m3s,m_recirc_m3s,m_oil_hex_m3s,htf_in_temp_C,hex_inlet_temp_C,mix_target_C,mix_target_used_C,collector_t_out_C,oil_out_C,water_out_C,provided_W,provided_kW,solar_contribution_W,solar_to_factory_kW,ctes_contribution_W,ctes_to_factory_kW,remaining_solar_W,required_oil_in_C,hex_temp_sufficient,factory_load_W,factory_load_kW,operation_mode,net_power_W,ctes_energy_J,ctes_energy_MWh,ctes_soc_pct,ctes_inlet_temp_C,ctes_temp_C,concrete_T_z0_C,concrete_T_z_mid_C,concrete_T_z_max_C,provided_from_ctes_W,provided_from_ctes_kW,backup_heater_W,backup_heater_kW,tolerated_deficit_W,tolerated_deficit_cumulative_MWh,ctes_loss_cumulative_MWh,ctes_current_loss_kW,ctes_charge_htf_W,ctes_charge_inferred_W,ctes_charge_input_W,ctes_discharge_output_W,ctes_balance_residual_state_W,ctes_balance_residual_with_loss_W,hex_flow_balance_m3s,module_00_Ts_avg_C,module_01_Ts_avg_C,module_02_Ts_avg_C,module_03_Ts_avg_C,module_04_Ts_avg_C,module_05_Ts_avg_C,module_06_Ts_avg_C,module_07_Ts_avg_C,module_08_Ts_avg_C,module_09_Ts_avg_C,module_10_Ts_avg_C,module_11_Ts_avg_C,module_12_Ts_avg_C,module_13_Ts_avg_C,module_00_Ts_outlet_C,module_01_Ts_outlet_C,module_02_Ts_outlet_C,module_03_Ts_outlet_C,module_04_Ts_outlet_C,module_05_Ts_outlet_C,module_06_Ts_outlet_C,module_07_Ts_outlet_C,module_08_Ts_outlet_C,module_09_Ts_outlet_C,module_10_Ts_outlet_C,module_11_Ts_outlet_C,module_12_Ts_outlet_C,module_13_Ts_outlet_C
2026-07-11 10:00:00+00:00,1136.899,3527729.3830599994,3527729.3830599994,1403702.8363974546,2124026.546662545,0.0,2124026.546662545,3527.7293830599992,3527.7293830599992,3527729.3830599994,130.0,0,,,False,0,none,0.008423709898555167,0.008423709898555167,0.0,0.0,0.008423709898555167,0.03,0.0,0.0,129.99459249284268,130.0,182.0,182.0,310.0,130.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,29208279738.580967,8.113411038494712,5.413821071565121,310.0,129.99459249284268,140.13181177396032,129.9900218291328,129.99020831750414,0.0,0.0,0.0,0.0,0.0,0.0,-0.008171273300255891,-49.02763980153535,1403702.8363974546,1403773.8707698071,1403702.8363974546,0.0,-48956.60542918276,71.03437235258752,0.0,133.5690961509946,130.5276968138755,130.07087177396406,130.00225489170379,129.99194814791824,129.99039978538707,129.99016944428598,129.99013601520608,129.99013086250818,129.99013007949569,129.9901299608726,129.9901299429102,129.99012994019043,129.99012993977863,130.24579535934393,130.0285979826375,129.99597449326643,129.9910743057316,129.99033833413304,129.99022767680756,129.9902110995836,129.9902087494309,129.99020838317367,129.9902083274491,129.99020831900566,129.990208317727,129.99020831753347,129.99020831750414
2026-07-11 10:10:00+00:00,1138.588,3532970.2487199996,3532970.2487199996,2424714.4698225246,1108255.778897475,0.0,1108255.778897475,3532.9702487199997,3532.9702487199997,3532970.2487199996,129.99459249284268,0,,,False,0,none,0.008435974295131333,0.008435974295131333,0.0,0.0,0.008435974295131333,0.03,0.0,0.0,129.98533048992005,129.99459249284268,182.0,182.0,310.0,129.99459249284268,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,30633617963.592373,8.509338323220103,5.678010752906789,310.0,129.98533048992005,149.99870882943844,129.9801827953488,129.98053028038848,0.0,0.0,0.0,0.0,0.0,0.0,-0.01638358715672707,-49.27388313882709,2424714.4698225246,2424837.59149117,2424714.4698225246,0.0,-49150.7614701814,123.1216686456828,0.0,139.20546533298057,131.76493569854551,130.30872192708085,130.038784119331,129.99049443001846,129.98206898549043,129.98062994531466,129.98039110221902,129.98035156371702,129.9803451987537,129.98034418789803,129.98034402831198,129.98034400322516,129.98034399929557,132.8430891513034,130.43922336566527,130.0537705837139,129.99218621593738,129.98237820346742,129.98082043233876,129.98057517040377,129.98053742748016,129.98053139668204,129.98053045338457,129.98053030705577,129.98053028442163,129.98053028092718,129.98053028038848
2026-07-11 10:20:00+00:00,1140.008,3537376.423520001,3537376.42352,2541055.978520272,996320.4449997284,0.0,996320.4449997293,3537.37642352,3537.376423520001,3537376.42352,129.98533048992005,0,,,False,0,none,0.008446066533157718,0.008446066533157718,0.0,0.0,0.008446066533157718,0.03,0.0,0.0,129.97563030223478,129.98533048992005,182.0,182.0,310.0,129.98533048992005,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,32128609805.355183,8.924613834820883,5.955110890511355,310.0,129.97563030223478,159.29141529131857,129.97057743648315,129.9708577857288,0.0,0.0,0.0,0.0,0.0,0.0,-0.02463890960545227,-49.5319346923512,2541055.978520272,2541185.004297034,2541055.978520272,0.0,-49402.9089155891,129.02577676210058,0.0,144.70878422917045,133.28700747273896,130.67975087426063,130.11572886088794,129.99922846030987,129.97605219818797,129.971584663282,129.97075049340594,129.97059873292258,129.97057183392016,129.97056720947302,129.9705664267812,129.97056629581917,129.97056627411177,135.64173481104476,131.14770049468646,130.19998958675976,130.01367789731998,129.97863107237325,129.97223522411227,129.97109571325004,129.9708983227853,129.97086452806568,129.97085888736916,129.9708579637149,129.97085781379062,129.97085778960871,129.9708577857288
2026-07-11 10:30:00+00:00,1141.168,3540975.8339199997,3540975.8339199997,2557046.9485589536,983928.8853610461,0.0,983928.8853610461,3540.97583392,3540.97583392,3540975.8339199997,129.97563030223478,0,,,False,0,none,0.008454211261804437,0.008454211261804437,0.0,0.0,0.008454211261804437,0.03,0.0,0.0,129.96588130586943,129.97563030223478,182.0,182.0,310.0,129.97563030223478,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,33633040949.42214,9.342511374839482,6.233960624263741,310.0,129.96588130586943,168.04322359169606,129.96132063776125,129.96118235830227,0.0,0.0,0.0,0.0,0.0,0.0,-0.03293748997251398,-49.79148220237023,2557046.9485589536,2557176.722313963,2557046.9485589536,0.0,-49661.7084473609,129.77375500933704,0.0,150.06253905308367,134.88792305241483,131.1201145060369,130.22309593882187,130.0180274420166,129.9728680054107,129.9632567630865,129.96127841058964,129.96088430147628,129.96080754781988,129.96079318707987,129.9607905617934,129.9607900903039,129.96079000687476,138.49513275056526,131.94103655660842,130.40087033238464,130.05468573361367,129.98033313990808,129.96497814515968,129.96191147211638,129.9613184612789,129.96120715219354,129.96118673328448,129.96118311471187,129.96118248487338,129.96118237668483,129.96118235830227
2026-07-11 10:40:00+00:00,1142.074,3543787.09756,3543787.0975599997,2562088.358040014,981698.7395199859,0.0,981698.7395199863,3543.78709756,3543.7870975600003,3543787.0975599997,129.96588130586943,0,,,False,0,none,0.008460471233937282,0.008460471233937282,0.0,0.0,0.008460471233937282,0.03,0.0,0.0,129.95612740226233,129.96588130586943,182.0,182.0,310.0,129.96588130586943,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,35140341096.5137,9.761205860142695,6.513342134251085,310.0,129.95612740226233,176.28551160273287,129.95247874224216,129.95150327049964,0.0,0.0,0.0,0.0,0.0,0.0,-0.0412793916790323,-50.05141023910996,2562088.358040014,2562218.3220583834,2562088.358040014,0.0,-49921.44622074021,129.96401836975565,0.0,155.2686112723288,136.56077677944944,131.61130442798614,130.35366159117913,130.04550389833156,129.97250177837543,129.95574958530318,129.95202649372206,129.9512253229436,129.9510568414212,129.95102276418018,129.95101605688942,129.9510147652933,129.9510145212162,141.39490950164546,132.80478518963847,130.63661661535554,130.11025989099568,129.98705408604403,129.95920833123805,129.95312018025322,129.951832188577,129.95156855865736,129.9515157482577,129.95150559095921,129.95150368498156,129.95150333407764,129.95150327049964
2026-07-11 10:50:00+00:00,1142.733,3545831.9350199997,3545831.9350199993,2565381.843899746,980450.0911202533,0.0,980450.0911202538,3545.8319350199995,3545.83193502,3545831.9350199993,129.95612740226233,0,,,False,0,none,0.008464900636145124,0.008464900636145124,0.0,0.0,0.008464900636145124,0.03,0.0,0.0,129.9463737153003,129.95612740226233,182.0,182.0,310.0,129.95612740226233,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,36649461315.043304,10.180405920845363,6.793060998618462,310.0,129.9463737153003,184.04785055405156,129.9440946436528,129.94182065506564,0.0,0.0,0.0,0.0,0.0,0.0,-0.04966464986709477,-50.311549128374814,2565381.843899746,2565511.9133443786,2565381.843899746,0.0,-50181.47968374239,130.06944463241962,0.0,160.32904609337496,138.30039881574237,132.15268842313392,130.50654908103016,130.0813195064178,129.97494869528936,129.9491184784436,129.9430294660707,129.94163602689403,129.94132464136007,129.9412574163352,129.9412433025358,129.9412404079991,129.9412398266212,144.33318902426063,133.73665784625308,130.9067219038477,130.17920273665345,129.99845468252187,129.95493813427908,129.94476912243928,129.94246417060583,129.94195759188494,129.94184877589277,129.9418262545483,129.94182172012736,129.94182082742518,129.94182065506564
2026-07-11 11:00:00+00:00,1143.148,3547119.65512,3547119.65512,2567885.483935738,979234.1711842618,0.0,979234.1711842618,3547.1196551199996,3547.1196551199996,3547119.65512,129.9463737153003,0,,,False,0,none,0.008467522220908543,0.008467522220908543,0.0,0.0,0.008467522220908543,0.03,0.0,0.0,129.93662102568408,129.9463737153003,182.0,182.0,310.0,129.9463737153003,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,38159927592.58926,10.599979886830349,7.0730293580855665,310.0,129.93662102568408,191.35810638391334,129.93622357271875,129.93213474084976,0.0,0.0,0.0,0.0,0.0,0.0,-0.058093287687638294,-50.57182692326114,2567885.483935738,2568015.6228331807,2567885.483935738,0.0,-50441.68802581821,130.13889744293556,0.0,165.24602544867366,140.1017387578222,132.74363880378755,130.68242654071184,130.1259055187112,129.98040196328967,129.94344802241937,129.93432249351105,129.93213009099725,129.93161578659564,129.93149874225531,129.9314728161951,129.9314672052205,129.9314660163528,147.30256895492352,134.73425960781412,131.21164418521101,130.26215105533538,130.01477989208652,129.95226553938062,129.93690473526382,129.9332347930321,129.93238217360522,129.93218864464785,129.93214612072424,129.9321370288046,129.93213512944885,129.93213474084976
2026-07-11 11:10:00+00:00,1143.322,3547659.566679999,3547659.5666799997,2569710.221400154,977949.3452798459,4.656612873077393e-10,977949.3452798454,3547.65956668,3547.6595666799994,3547659.5666799997,129.93662102568408,0,,,False,0,none,0.008468358534703208,0.008468358534703208,0.0,0.0,0.008468358534703208,0.03,0.0,0.0,129.92686962133828,129.93662102568408,182.0,182.0,310.0,129.93662102568408,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,39671332522.65639,11.019814589626774,7.353171698932045,310.0,129.92686962133828,198.24253691636906,129.92893657737494,129.92244576702663,0.0,0.0,0.0,0.0,0.0,0.0,-0.06656531807429553,-50.83218231994343,2569710.221400154,2569840.399098495,2569710.221400154,0.0,-50702.00462160213,130.17769834130013,0.0,170.02184845450782,141.9598718691339,133.38339790932372,130.8818942142153,130.17981592386138,129.98914769891357,129.93885647145274,129.92594944234642,129.92272301715778,129.92193558155233,129.92174848752015,129.9217051771581,129.9216953732225,129.9216931993707,150.2960994136332,135.79510252906036,131.5517179289767,130.3597942426627,130.03644944406676,129.95137017725213,129.929594712127,129.92416831781557,129.92285086662514,129.92253832947316,129.92246627043167,129.9224500856724,129.92244653150962,129.92244576702663
2026-07-11 11:20:00+00:00,1143.257,3547457.87558,3547457.8755799998,2570879.027991927,976578.8475880725,0.0,976578.847588073,3547.45787558,3547.4578755800003,3547457.8755799998,129.92686962133828,0,,,False,0,none,0.008467424689888021,0.008467424689888021,0.0,0.0,0.008467424689888021,0.03,0.0,0.0,129.91711974616476,129.92686962133828,182.0,182.0,310.0,129.92686962133828,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,41183282518.05441,11.439800699459559,7.633415068877129,310.0,129.91711974616476,204.725883406987,129.92231287924744,129.91275397353775,0.0,0.0,0.0,0.0,0.0,0.0,-0.07508074401937757,-51.092555670492274,2570879.027991927,2571009.2146672015,2570879.027991927,0.0,-50962.36899521807,130.18667527419893,0.0,174.6589147296813,143.87000559630889,134.0710878537301,131.10547202659902,130.24358295160047,130.00148474571404,129.93547586234325,129.91796097379276,129.91343309702634,129.91229019837527,129.91200866297697,129.91194104776272,129.91192515537816,129.9119214937229,153.3072657492721,136.91662135312075,131.927158207475,130.472775546359,130.06388421612425,129.95245370677412,129.92291978395505,129.91529370982704,129.91337360488666,129.91290121990332,129.91278790610198,129.91276140173665,129.91275533478338,129.91275397353775
2026-07-11 11:30:00+00:00,1142.951,3546508.37594,3546508.3759399997,2571399.283796763,975109.0921432367,0.0,975109.0921432371,3546.5083759399995,3546.50837594,3546508.3759399997,129.91711974616476,0,,,False,0,none,0.00846470616943429,0.00846470616943429,0.0,0.0,0.00846470616943429,0.03,0.0,0.0,129.90737167548986,129.91711974616476,182.0,182.0,310.0,129.91711974616476,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,42695388455.40117,11.859830126500325,7.913687343017034,310.0,129.90737167548986,210.8314563452229,129.91643940443208,129.90305960125224,0.0,0.0,0.0,0.0,0.0,0.0,-0.08363955859168552,-51.352887433847656,2571399.283796763,2571529.449678441,2571399.283796763,0.0,-51222.72155216988,130.1658816777708,0.0,179.15970410466113,145.8274781908068,134.8057170207998,131.35359874655117,130.31771432646343,130.01770999621044,129.93344288994405,129.9104128840788,129.90428096021114,129.90268674138136,129.90228160701707,129.90218119855427,129.90215682979266,129.90215102852747,156.32996494042555,138.09618484613168,132.3380638978679,130.6016898556832,130.09749746710935,129.95572097219045,129.91696587519314,129.90664337137255,129.90396197392099,129.9032812545043,129.90311240394928,129.9030715395296,129.90306185341518,129.90305960125224
