total_factory_consumed_MWh;total_solar_produced_MWh;total_solar_curtailed_MWh;total_solar_supplied_to_factory_MWh;total_ctes_supplied_to_factory_MWh;total_backup_heater_MWh;total_tolerated_deficit_MWh;total_ctes_loss_MWh;total_ctes_charge_input_MWh;total_ctes_discharge_output_MWh;ctes_energy_start_MWh;ctes_energy_end_MWh;ctes_storage_delta_MWh;ctes_discharge_to_charge_ratio_window;ctes_round_trip_efficiency;ctes_inventory_draw_MWh;ctes_energy_balance_residual_state_MWh;ctes_energy_balance_residual_with_loss_MWh;total_ctes_loss_abs_MWh;solar_fraction
309,57435138480713;207,87852987497288;86,81779802658387;173,27465029892662;53,985148018369685;82,31455306751472;0,0;-13,70348574315604;34,978981832425404;53,985148018369685;70,97362438992471;40,589031289251274;-30,38459310067343;1,5433596174124664;0,8259209823456682;30,38459310067343;-11,378426914729149;2,325058828426895;13,70348574315604;0,7341040926055432
