total_factory_consumed_MWh;total_solar_produced_MWh;total_solar_curtailed_MWh;total_solar_supplied_to_factory_MWh;total_ctes_supplied_to_factory_MWh;total_backup_heater_MWh;total_tolerated_deficit_MWh;total_ctes_loss_MWh;total_ctes_charge_input_MWh;total_ctes_discharge_output_MWh;ctes_discharge_solve_events;ctes_discharge_iterations_total;ctes_discharge_iterations_avg;ctes_discharge_iterations_max;ctes_energy_start_MWh;ctes_energy_end_MWh;ctes_storage_delta_MWh;ctes_discharge_to_charge_ratio_window;ctes_round_trip_efficiency;ctes_inventory_draw_MWh;ctes_energy_balance_residual_state_MWh;ctes_energy_balance_residual_with_loss_MWh;total_ctes_loss_abs_MWh;solar_fraction
44,18107690724732;51,394222786599904;75,22768737988524;24,137005801027875;14,593760578109135;5,4492715651914425;0,0010389629189063562;-4,490215337491353;27,31928395387463;14,593760578109135;53;527;9,943396226415095;31;15,766577739676396;24,265729570400396;8,499151830723997;0,5341926458522473;0,5341926458522473;0,0;-4,226371545041498;0,2638437924498558;4,490215337491353;0,8766576078531642
