total_factory_consumed_MWh;total_solar_produced_MWh;total_solar_curtailed_MWh;total_solar_supplied_to_factory_MWh;total_ctes_supplied_to_factory_MWh;total_backup_heater_MWh;total_tolerated_deficit_MWh;total_ctes_loss_MWh;total_ctes_charge_input_MWh;total_ctes_discharge_output_MWh;ctes_discharge_solve_events;ctes_discharge_iterations_total;ctes_discharge_iterations_avg;ctes_discharge_iterations_max;ctes_energy_start_MWh;ctes_energy_end_MWh;ctes_storage_delta_MWh;ctes_discharge_to_charge_ratio_window;ctes_round_trip_efficiency;ctes_inventory_draw_MWh;ctes_energy_balance_residual_state_MWh;ctes_energy_balance_residual_with_loss_MWh;total_ctes_loss_abs_MWh;solar_fraction
44,18107690724732;107,04779204591324;19,574130507520707;24,248645519396597;0,2939539091576554;19,638477478693083;0,0;-5,655954940548682;82,96734094677494;0,2939539091576554;6;71;11,833333333333334;23;15,766577739676396;74,86154189730213;59,09496415762573;0,0035430074750284236;0,0035430074750284236;0,0;-23,578422879991557;-17,922467939442868;5,655954940548682;0,555500253651091
