timestamp,dni_W_m2,solar_power_W,solar_power_raw_W,solar_power_effective_W,solar_power_curtailed_W,solar_power_kW,solar_power_absorbed_kW,solar_power_available_W,m_col_vol_flow_m3s,m_col_use_m3s,collector_target_out_C,m_ctes_use_m3s,m_ctes_charge_use_m3s,m_ctes_discharge_avail_m3s,m_recirc_m3s,m_oil_hex_m3s,htf_in_temp_C,hex_inlet_temp_C,mix_target_C,collector_t_out_C,oil_out_C,water_out_C,provided_W,provided_kW,solar_contribution_W,solar_to_factory_kW,ctes_contribution_W,ctes_to_factory_kW,remaining_solar_W,required_oil_in_C,hex_temp_sufficient,factory_load_W,factory_load_kW,operation_mode,net_power_W,ctes_energy_J,ctes_energy_MWh,ctes_soc_pct,ctes_inlet_temp_C,ctes_temp_C,concrete_T_z0_C,concrete_T_z_mid_C,concrete_T_z_max_C,provided_from_ctes_W,provided_from_ctes_kW,backup_heater_W,backup_heater_kW,tolerated_deficit_W,tolerated_deficit_cumulative_MWh,ctes_loss_cumulative_MWh,ctes_current_loss_kW,ctes_charge_raw_W,ctes_charge_net_W,ctes_charge_htf_W,ctes_charge_inferred_W,ctes_charge_input_W,ctes_discharge_output_W,ctes_balance_residual_state_W,ctes_balance_residual_with_loss_W,hex_flow_balance_m3s
2026-07-11 03:20:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,182.0,,130.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,-,0.0,-594803140.8095539,-0.16522309466932053,-0.11637301004564428,,,129.79052858191784,129.79052858191784,129.79052858191784,0.0,0.0,0.0,0.0,0.0,0.0,-0.1709119194051047,-48.78328908258582,0.0,0.0,0.0,1623.7579133475301,0.0,0.0,-47159.53116923829,1623.7579133475301,0.0
2026-07-11 03:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,182.0,,130.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,-,0.0,-623096037.5377142,-0.17308223264936506,-0.12190850461395693,,,129.78056469169488,129.78056469169488,129.78056469169488,0.0,0.0,0.0,0.0,0.0,0.0,-0.17904165671408076,-48.77842385385645,0.0,0.0,0.0,1623.595973589152,0.0,0.0,-47154.8278802673,1623.595973589152,0.0
2026-07-11 03:40:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,182.0,,130.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,-,0.0,-651386112.5739099,-0.18094058682608608,-0.12744344711930145,,,129.77060179518526,129.77060179518526,129.77060179518526,0.0,0.0,0.0,0.0,0.0,0.0,-0.18717058323247143,-48.77355911034414,0.0,0.0,0.0,1623.434050018077,0.0,0.0,-47150.12506032606,1623.434050018077,0.0
2026-07-11 03:50:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,182.0,,130.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,-,0.0,-679673366.1995579,-0.18879815727765498,-0.13297783761673704,,,129.76063989228987,129.76063989228987,129.76063989228987,0.0,0.0,0.0,0.0,0.0,0.0,-0.1952986990411382,-48.76869485200055,0.0,0.0,0.0,1623.272142587186,0.0,0.0,-47145.42270941337,1623.272142587186,0.0
2026-07-11 04:00:00+00:00,13.938,43248.77772,43248.77772,33206.76209959014,10042.01562040986,43.24877772,43.24877772,43248.77772,0.00010327185490185316,0.0,310.0,0.0,0.00010327185490185316,0.0,0.0,0.0,129.83036404386226,130.0,182.0,310.0,130.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,-682667710.1849447,-0.18962991949581798,-0.1335636798875382,310.0,129.83036404386226,130.83609464052728,129.75746791517994,129.7579978377532,0.0,0.0,0.0,0.0,0.0,0.0,-0.20342682850653437,-48.76877679237694,33206.76209959014,43778.16251321067,43778.16251321067,43778.20348339886,43778.16251321067,0.0,-48768.735822188755,0.04097018818720244,0.0
2026-07-11 04:10:00+00:00,96.582,299688.15108000004,299688.15108,229990.2837760769,69697.86730392309,299.68815107999995,299.68815108,299688.15108,0.0007149474286634951,0.0,310.0,0.0,0.0007149474286634951,0.021,0.0,0.0,129.77617516439173,129.83036404386226,182.0,310.0,129.83036404386226,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,-656913095.7152056,-0.18247585992089044,-0.12852479928524446,310.0,129.77617516439173,135.88838697826472,129.7490503266185,129.75037514571247,0.0,0.0,0.0,0.0,0.0,0.0,-0.21155614002888543,-48.77586913410641,229990.2837760769,91696.680412807,91696.680412807,91700.22658367174,91696.680412807,0.0,-48772.32296324168,3.5461708647344494,0.0
2026-07-11 04:20:00+00:00,229.314,711547.5831599999,711547.5831599999,545993.2283712892,165554.3547887107,711.5475831599999,711.5475831599999,711547.5831599999,0.0016969914008611415,0.0,310.0,0.0,0.0016969914008611415,0.021,0.0,0.0,129.75418096639328,129.77617516439173,182.0,310.0,129.77617516439173,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,-516183167.8766663,-0.14338421329907397,-0.1009910420092034,310.0,129.75418096639328,143.08839421210277,129.7396482667884,129.74136419194053,0.0,0.0,0.0,0.0,0.0,0.0,-0.21969002390516915,-48.803303257702105,545993.2283712892,283339.465926803,283339.465926803,283353.18298860086,283339.465926803,0.0,-48789.58619590427,13.71706179784087,0.0
2026-07-11 04:30:00+00:00,362.796,1125734.22024,1125734.22024,863785.8561686677,261948.36407133227,1125.73422024,1125.73422024,1125734.22024,0.0026844744757807864,0.0,310.0,0.0,0.0026844744757807864,0.021,0.0,0.0,129.74115388516424,129.75418096639328,182.0,310.0,129.75418096639328,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,-263845010.88368258,-0.07329028080102294,-0.05162117681535742,310.0,129.74115388516424,147.20978495622023,129.73017983751078,129.7319667870536,0.0,0.0,0.0,0.0,0.0,0.0,-0.2278312734925109,-48.84749752405049,863785.8561686677,469388.9953791825,469388.9953791825,469411.0925123567,469388.9953791825,0.0,-48825.40039087628,22.09713317420392,0.0
2026-07-11 04:40:00+00:00,478.578,1484998.8193199998,1484998.8193199998,1139451.6912911946,345547.12802880513,1484.9988193199997,1484.9988193199997,1484998.8193199998,0.0035409399004228924,0.0,310.0,0.0,0.0035409399004228924,0.021,0.0,0.0,129.73039192691746,129.74115388516424,182.0,310.0,129.74115388516424,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,7623336.2737835795,0.0021175934093843277,0.0014915028652385544,310.0,129.73039192691746,150.53194929739132,129.72062841849817,129.72245600305484,0.0,0.0,0.0,0.0,0.0,0.0,-0.23598036194080343,-48.894530689755335,1139451.6912911946,501318.25936934655,501318.25936934655,501341.77595219895,501318.25936934655,0.0,-48871.014106902934,23.5165828524041,0.0
2026-07-11 04:50:00+00:00,574.655,1783119.9856999996,1783119.9856999996,1368208.933671757,414911.0520282425,1783.1199856999997,1783.1199856999997,1783119.9856999996,0.004251551430224584,0.0,310.0,0.0,0.004251551430224584,0.021,0.0,0.0,129.72051144529158,129.73039192691746,182.0,310.0,129.73039192691746,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.0,0.0,A,0.0,269353446.1911919,0.07482040171977553,0.05269890010461929,310.0,129.72051144529158,152.32774793305762,129.71108990312177,129.71290754642862,0.0,0.0,0.0,0.0,0.0,0.0,-0.2441369255052895,-48.93938138691647,1368208.933671757,485133.80590068316,485133.80590068316,485156.23124926374,485133.80590068316,0.0,-48916.95603833592,22.425348580552964,0.0
