timestamp,dni_W_m2,solar_power_W,solar_power_raw_W,solar_power_effective_W,solar_power_curtailed_W,solar_power_kW,solar_power_absorbed_kW,solar_power_available_W,m_col_vol_flow_m3s,m_col_use_m3s,m_ctes_use_m3s,m_ctes_charge_use_m3s,m_ctes_discharge_avail_m3s,m_recirc_m3s,m_oil_hex_m3s,htf_in_temp_C,hex_inlet_temp_C,mix_target_C,collector_t_out_C,oil_out_C,water_out_C,provided_W,provided_kW,solar_contribution_W,solar_to_factory_kW,ctes_contribution_W,ctes_to_factory_kW,remaining_solar_W,required_oil_in_C,hex_temp_sufficient,factory_load_W,factory_load_kW,operation_mode,net_power_W,ctes_energy_J,ctes_energy_MWh,ctes_soc_pct,ctes_inlet_temp_C,ctes_temp_C,concrete_T_z0_C,concrete_T_z_mid_C,concrete_T_z_max_C,provided_from_ctes_W,provided_from_ctes_kW,backup_heater_W,backup_heater_kW,tolerated_deficit_W,tolerated_deficit_cumulative_MWh,ctes_loss_cumulative_MWh,ctes_current_loss_kW,ctes_charge_htf_W,ctes_charge_inferred_W,ctes_charge_input_W,ctes_discharge_output_W,ctes_balance_residual_state_W,ctes_balance_residual_with_loss_W,hex_flow_balance_m3s,T_con_avg_K,ex_stored_J,dex_stored_dt_W,Q_loss_W,X_loss_W,ex_in_W,ex_out_W,ex_dest_W,config
2026-07-11 01:40:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,220.0,182.0,,220.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1840878.2044686407,1840.878204468641,-,-1840878.2044686407,254966941099.60648,70.82415030544624,49.88418581231391,,,219.7915344621651,219.7915344621651,219.7915344621651,0.0,0.0,1840878.2044686407,1840.878204468641,0.0,0.0,-0.1700912009894033,-92.73075610260554,0.0,3086.554562790261,0.0,0.0,-89644.20153981527,3086.554562790261,0.0,492.94153446216507,134707009201.35062,-36334.2429548645,92730.75610260553,37584.2138638012,0.0,0.0,0.0,standby
2026-07-11 01:50:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,220.0,182.0,,220.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1840878.2044686407,1840.878204468641,-,-1840878.2044686407,254913159943.2729,70.80921109535358,49.87366354937199,,,219.7725943888696,219.7725943888696,219.7725943888696,0.0,0.0,1840878.2044686407,1840.878204468641,0.0,0.0,-0.1855447855345188,-92.721507270693,0.0,3086.2467146627314,0.0,0.0,-89635.26055603028,3086.2467146627314,0.0,492.9225943888696,134685212058.87814,-36328.57078745524,92721.507270693,37578.3465273651,0.0,0.0,0.0,standby
2026-07-11 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,220.0,182.0,,220.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1840878.2044686407,1840.878204468641,-,-1840878.2044686407,254859384150.99417,70.79427337527616,49.863142335905394,,,219.7536562046297,219.7536562046297,219.7536562046297,0.0,0.0,1840878.2044686407,1840.878204468641,0.0,0.0,-0.2009968287614267,-92.71225936144722,0.0,3085.9388969696884,0.0,0.0,-89626.32046447754,3085.9388969696884,0.0,492.90365620462967,134663418319.21555,-36322.89943766276,92712.25936144723,37572.48003604288,0.0,0.0,0.0,standby
2026-07-11 02:10:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,220.0,182.0,,220.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1840878.2044686407,1840.878204468641,-,-1840878.2044686407,254805613722.2353,70.77933714506537,49.85262217180942,,,219.73471990925697,219.73471990925697,219.73471990925697,0.0,0.0,1840878.2044686407,1840.878204468641,0.0,0.0,-0.2164473308238893,-92.70301237477608,0.0,3085.631110025919,0.0,0.0,-89617.38126475016,3085.631110025919,0.0,492.88471990925694,134641627981.87283,-36317.22890452067,92703.01237477608,37566.614389728275,0.0,0.0,0.0,standby
2026-07-11 02:20:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,220.0,182.0,,220.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1840878.2044686407,1840.878204468641,-,-1840878.2044686407,254751848656.4612,70.76440240457255,49.84210305697939,,,219.71578550256288,219.71578550256288,219.71578550256288,0.0,0.0,1840878.2044686407,1840.878204468641,0.0,0.0,-0.2318962918756539,-92.69376631058756,0.0,3085.3233536885527,0.0,0.0,-89608.442956899,3085.3233536885527,0.0,492.86578550256286,134619841046.36008,-36311.55918792725,92693.76631058757,37560.74958831512,0.0,0.0,0.0,standby
2026-07-11 02:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,220.0,182.0,,220.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1840878.2044686407,1840.878204468641,-,-1840878.2044686407,254698088953.13663,70.74946915364906,49.8315849913106,,,219.69685298435908,219.69685298435908,219.69685298435908,0.0,0.0,1840878.2044686407,1840.878204468641,0.0,0.0,-0.2473437120704522,-92.68452116878956,0.0,3085.015627865505,0.0,0.0,-89599.50554092407,3085.015627865505,0.0,492.8468529843591,134598057512.18716,-36305.890288187664,92684.52116878956,37554.8856316972,0.0,0.0,0.0,standby
2026-07-11 02:40:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,220.0,182.0,,220.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1840878.2044686407,1840.878204468641,-,-1840878.2044686407,254644334611.7267,70.73453739214631,49.82106797469839,,,219.6779223544572,219.6779223544572,219.6779223544572,0.0,0.0,1840878.2044686407,1840.878204468641,0.0,0.0,-0.2627895915620006,-92.67527694929008,0.0,3084.7079327698884,0.0,0.0,-89590.56901652018,3084.7079327698884,0.0,492.8279223544572,134576277378.86404,-36300.222205200196,92675.27694929008,37549.02251976836,0.0,0.0,0.0,standby
2026-07-11 02:50:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,220.0,182.0,,220.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1840878.2044686407,1840.878204468641,-,-1840878.2044686407,254590585631.6971,70.71960711991586,49.8105520070382,,,219.6589936126688,219.6589936126688,219.6589936126688,0.0,0.0,1840878.2044686407,1840.878204468641,0.0,0.0,-0.2782339305040001,-92.666033651997,0.0,3084.4002693269285,0.0,0.0,-89581.63338267009,3084.4002693269285,0.0,492.8089936126688,134554500645.90091,-36294.55493855794,92666.033651997,37543.160252422385,0.0,0.0,0.0,standby
2026-07-11 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,220.0,182.0,,220.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1840878.2044686407,1840.878204468641,-,-1840878.2044686407,254536842012.5124,70.70467833680898,49.80003708822529,,,219.64006675880557,219.64006675880557,219.64006675880557,0.0,0.0,1840878.2044686407,1840.878204468641,0.0,0.0,-0.2936767290501365,-92.6567912768183,0.0,3084.0926355626,0.0,0.0,-89572.6986412557,3084.0926355626,0.0,492.79006675880555,134532727312.80795,-36288.888488260905,92656.7912768183,37537.29882955313,0.0,0.0,0.0,standby
2026-07-11 03:10:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,220.0,182.0,,220.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1840878.2044686407,1840.878204468641,-,-1840878.2044686407,254483103753.6381,70.68975104267724,49.789523218155104,,,219.62114179267917,219.62114179267917,219.62114179267917,0.0,0.0,1840878.2044686407,1840.878204468641,0.0,0.0,-0.3091179873540801,-92.64754982366182,0.0,3083.7850331649825,0.0,0.0,-89563.76479049683,3083.7850331649825,0.0,492.77114179267915,134510957379.09543,-36283.22285420736,92647.54982366182,37531.43825105439,0.0,0.0,0.0,standby
2026-07-11 03:20:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,220.0,182.0,,220.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1840878.2044686407,1840.878204468641,-,-1840878.2044686407,254429370854.5389,70.67482523737192,49.77901039672289,,,219.6022187141012,219.6022187141012,219.6022187141012,0.0,0.0,1840878.2044686407,1840.878204468641,0.0,0.0,-0.324557705569486,-92.63830929243572,0.0,3083.4774605163693,0.0,0.0,-89554.83183191935,3083.4774605163693,0.0,492.7522187141012,134489190844.27356,-36277.55803644816,92638.30929243572,37525.57851682009,0.0,0.0,0.0,standby
