total_factory_consumed_MWh;total_solar_produced_MWh;total_solar_curtailed_MWh;total_solar_supplied_to_factory_MWh;total_ctes_supplied_to_factory_MWh;total_backup_heater_MWh;total_tolerated_deficit_MWh;total_ctes_loss_MWh;total_ctes_charge_input_MWh;total_ctes_discharge_output_MWh;ctes_energy_start_MWh;ctes_energy_end_MWh;ctes_storage_delta_MWh;ctes_discharge_to_charge_ratio_window;ctes_round_trip_efficiency;ctes_inventory_draw_MWh;ctes_energy_balance_residual_state_MWh;ctes_energy_balance_residual_with_loss_MWh;total_ctes_loss_abs_MWh;solar_fraction
44,18107690724732;44,63031948821971;81,99159068436805;23,90260278926124;1,4491671503079075;18,829306967678185;0,0;-3,9261227472103557;20,898389864463773;1,4491671503079075;-0,007875615920805065;16,125982717834024;16,13385833375483;0,0693434833834789;0,0693434833834789;0,0;-3,315364380401037;0,6107583668093194;3,9261227472103557;0,5738151198258936
