total_factory_consumed_MWh;total_solar_produced_MWh;total_solar_curtailed_MWh;total_solar_supplied_to_factory_MWh;total_ctes_supplied_to_factory_MWh;total_backup_heater_MWh;total_tolerated_deficit_MWh;total_ctes_loss_MWh;total_ctes_charge_input_MWh;total_ctes_discharge_output_MWh;ctes_round_trip_efficiency;solar_fraction
44,18107690724732;41,501993420465276;85,11991653444463;24,82086681836046;19,349524856136483;0,0006443408399973608;0,010040891910415685;-8,878605500589934;16,68112660210481;19,349524856136483;1,1599651101320085;0,5619262996172929
