total_factory_consumed_MWh;total_solar_produced_MWh;total_solar_curtailed_MWh;total_solar_supplied_to_factory_MWh;total_ctes_supplied_to_factory_MWh;total_backup_heater_MWh;total_tolerated_deficit_MWh;total_ctes_loss_MWh;total_ctes_charge_input_MWh;total_ctes_discharge_output_MWh;ctes_energy_start_MWh;ctes_energy_end_MWh;ctes_storage_delta_MWh;ctes_discharge_to_charge_ratio_window;ctes_round_trip_efficiency;ctes_inventory_draw_MWh;ctes_energy_balance_residual_state_MWh;ctes_energy_balance_residual_with_loss_MWh;total_ctes_loss_abs_MWh;solar_fraction
220,905384536231;204,27356191066121;63,5510317593386;120,64943171077726;63,70013821927752;36,555647122612356;0,00016748356508327803;-11,189802315852788;84,14299642976809;63,70013821927752;-0,007875615920805065;12,336006676771134;12,343882292691939;0,7570462298956316;0,7570462298956316;0,0;-8,098975917798622;3,0908263980541655;11,189802315852788;0,834518860123177
